id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,priors,hinge_loss,confusion_matrix,imb_sens_micro,imb_sens_spec_supp,y,hamming_loss,matthews_corrcoef,rec_score,imb_sens_spec_supp_micro,f1_score,log_loss,accuracy,bal_report,imb_sens,cohen_kappa_score,imb_spec,imb_spec_micro,imb_report_0.1,zero_one_loss,X,fbeta_score,avg_prec_score,roc_curve,imb_report_0.3,pr_curve,prec_score,roc_auc_score
CVS,0,2,0.6180003246226262,0.43740168038575716,0.19554455445544555,0.8934426229508197,0.4179806689745624,0.1234333404969016,0.6452464788732394,79,654,78,325,732,404,0.6680286006128703,0.5031847133757962,0.8934426229508197,0.19554455445544555,0.7644652250146113,0.2816399286987522,1.1106179066834805,1.835110434120335,0.8044554455445545,0.19554455445544555,,,"[[654  78]
 [325  79]]",0.6452464788732394,"(array([0.89344262, 0.19554455]), array([0.19554455, 0.89344262]), array([732, 404]))",[0. 1. 0. ... 1. 1. 1.],0.35475352112676056,0.1234333404969016,0.6452464788732394,"(0.6452464788732394, 0.6452464788732394, None)",0.6452464788732394,12.252807443440632,0.6452464788732394,"              precision    recall  f1-score   support

         0.0       0.67      0.89      0.76       732
         1.0       0.50      0.20      0.28       404

    accuracy                           0.65      1136
   macro avg       0.59      0.54      0.52      1136
weighted avg       0.61      0.65      0.59      1136
",[0.89344262 0.19554455],0.1031110414544315,[0.19554455 0.89344262],0.6452464788732394,"                   pre       rec       spe        f1       geo       iba       sup

        0.0       0.67      0.89      0.20      0.76      0.42      0.19       732
        1.0       0.50      0.20      0.89      0.28      0.42      0.16       404

avg / total       0.61      0.65      0.44      0.59      0.42      0.18      1136
",0.3547535211267606,"[[ 1.27690382e+00 -1.45809550e-01 -3.03786498e-02 -3.89725588e-01
   8.18534968e-03  7.92016124e-01]
 [ 1.08217566e+00 -4.41713764e-01 -2.29333720e-01 -3.99853141e-01
  -4.66510581e-01  7.09080515e-01]
 [-2.06025970e-01 -3.11167787e-01 -1.04986801e-01  3.72712503e+00
  -8.98592889e-01 -1.89388592e-01]
 ...
 [ 3.98552604e-03 -2.64595496e-01 -1.99591488e-01 -5.34693603e-01
   3.37944500e-01  4.94177912e-01]
 [-1.65853984e-03 -2.90514193e-01 -3.21672971e-01 -2.67346202e-01
   7.84917699e-01  3.71783554e-01]
 [ 3.22399748e-01 -3.75150175e-01 -6.66545869e-02 -4.90040860e-01
  -7.67846660e-01 -9.12263458e-01]]",0.6452464788732395,0.3844865798816358,"(array([0.        , 0.10655738, 1.        ]), array([0.        , 0.19554455, 1.        ]), array([2., 1., 0.]))","                   pre       rec       spe        f1       geo       iba       sup

        0.0       0.67      0.89      0.20      0.76      0.42      0.21       732
        1.0       0.50      0.20      0.89      0.28      0.42      0.14       404

avg / total       0.61      0.65      0.44      0.59      0.42      0.19      1136
",,0.6452464788732394,0.5444935887031326
CVSbal,0,2,0.6144373100676405,0.5773008308245322,0.19554455445544555,0.8836633663366337,0.4156868524008141,0.10916226002228611,0.5396039603960396,79,357,47,325,404,404,0.5234604105571847,0.626984126984127,0.8836633663366337,0.19554455445544555,0.6574585635359115,0.29811320754716986,1.0984615384615384,1.6808510638297873,0.8044554455445545,0.19554455445544555,,,"[[357  47]
 [325  79]]",0.5396039603960396,"(array([0.88366337, 0.19554455]), array([0.19554455, 0.88366337]), array([404, 404]))",[0. 1. 0. ... 1. 1. 1.],0.4603960396039604,0.10916226002228611,0.5396039603960396,"(0.5396039603960396, 0.5396039603960396, None)",0.5396039603960396,15.901562376220287,0.5396039603960396,"              precision    recall  f1-score   support

         0.0       0.52      0.88      0.66       404
         1.0       0.63      0.20      0.30       404

    accuracy                           0.54       808
   macro avg       0.58      0.54      0.48       808
weighted avg       0.58      0.54      0.48       808
",[0.88366337 0.19554455],0.07920792079207917,[0.19554455 0.88366337],0.5396039603960396,"                   pre       rec       spe        f1       geo       iba       sup

        0.0       0.52      0.88      0.20      0.66      0.42      0.18       404
        1.0       0.63      0.20      0.88      0.30      0.42      0.16       404

avg / total       0.58      0.54      0.54      0.48      0.42      0.17       808
",0.46039603960396036,"[[ 1.27690382e+00 -1.45809550e-01 -3.03786498e-02 -3.89725588e-01
   8.18534968e-03  7.92016124e-01]
 [ 1.08217566e+00 -4.41713764e-01 -2.29333720e-01 -3.99853141e-01
  -4.66510581e-01  7.09080515e-01]
 [-2.06025970e-01 -3.11167787e-01 -1.04986801e-01  3.72712503e+00
  -8.98592889e-01 -1.89388592e-01]
 ...
 [ 3.98552604e-03 -2.64595496e-01 -1.99591488e-01 -5.34693603e-01
   3.37944500e-01  4.94177912e-01]
 [-1.65853984e-03 -2.90514193e-01 -3.21672971e-01 -2.67346202e-01
   7.84917699e-01  3.71783554e-01]
 [ 3.22399748e-01 -3.75150175e-01 -6.66545869e-02 -4.90040860e-01
  -7.67846660e-01 -9.12263458e-01]]",0.5396039603960396,0.5248310545340249,"(array([0.        , 0.11633663, 1.        ]), array([0.        , 0.19554455, 1.        ]), array([2., 1., 0.]))","                   pre       rec       spe        f1       geo       iba       sup

        0.0       0.52      0.88      0.20      0.66      0.42      0.21       404
        1.0       0.63      0.20      0.88      0.30      0.42      0.14       404

avg / total       0.58      0.54      0.54      0.48      0.42      0.17       808
",,0.5396039603960396,0.5396039603960396
